"날짜","종가","시가","고가","저가","거래량","변동 %"
"1999- 03- 14","9,903.55","9,876.08","10,085.31","9,845.83","441.81M","0.28%"
"1999- 03- 07","9,876.35","9,737.19","9,958.77","9,669.89","460.84M","1.44%"
"1999- 02- 28","9,736.07","9,307.39","9,738.79","9,211.23","422.34M","4.62%"
"1999- 02- 21","9,306.57","9,339.95","9,611.33","9,233.32","411.63M","-0.36%"
"1999- 02- 14","9,339.95","9,277.31","9,395.67","9,179.21","308.50M","0.70%"
"1999- 02- 07","9,274.89","9,301.59","9,389.98","9,099.04","398.32M","-0.32%"
"1999- 01- 31","9,304.24","9,359.60","9,430.66","9,198.17","426.76M","-0.58%"
"1999- 01- 24","9,358.82","9,120.67","9,385.86","9,063.26","435.38M","2.61%"
"1999- 01- 17","9,120.67","9,343.12","9,480.09","9,088.49","373.56M","-2.35%"
"1999- 01- 10","9,340.55","9,643.32","9,643.32","9,087.72","473.41M","-3.14%"
"1999- 01- 03","9,643.32","9,184.01","9,647.96","9,122.47","464.15M","5.03%"
"1998- 12- 27","9,181.43","9,220.57","9,334.88","9,181.43","198.71M","-0.40%"
"1998- 12- 20","9,217.99","8,902.97","9,245.54","8,898.74","214.88M","3.53%"
"1998- 12- 13","8,903.62","8,820.73","8,928.60","8,676.03","386.08M","0.93%"
"1998- 12- 06","8,821.76","9,017.17","9,088.75","8,730.10","361.19M","-2.16%"
"1998- 11- 29","9,016.14","9,333.08","9,333.08","8,871.45","400.37M","-3.40%"
"1998- 11- 22","9,333.07","9,159.55","9,380.20","9,159.29","252.44M","1.89%"
"1998- 11- 15","9,159.54","8,921.14","9,161.35","8,920.88","355.41M","2.69%"
"1998- 11- 08","8,919.59","8,971.97","8,985.50","8,792.66","320.04M","-0.62%"
"1998- 11- 01","8,975.46","8,595.70","8,990.91","8,595.70","388.94M","4.46%"
"1998- 10- 25","8,592.11","8,448.95","8,659.81","8,328.71","327.04M","1.65%"
"1998- 10- 18","8,452.29","8,415.48","8,652.86","8,388.96","389.93M","0.42%"
"1998- 10- 11","8,416.76","7,900.55","8,429.38","7,878.15","460.11M","6.55%"
"1998- 10- 04","7,899.53","7,787.01","7,917.28","7,467.49","535.59M","1.48%"
"1998- 09- 27","7,784.70","8,026.17","8,160.33","7,530.31","446.98M","-3.04%"
"1998- 09- 20","8,028.77","7,889.33","8,182.47","7,711.05","405.16M","1.69%"
"1998- 09- 13","7,895.65","7,796.53","8,102.92","7,796.53","421.99M","1.28%"
"1998- 09- 06","7,795.50","7,645.14","8,033.14","7,518.99","378.60M","2.03%"
"1998- 08- 30","7,640.25","8,052.45","8,095.45","7,400.30","565.97M","-5.11%"
"1998- 08- 23","8,051.68","8,533.65","8,689.42","8,011.52","394.15M","-5.65%"
"1998- 08- 16","8,533.65","8,419.96","8,753.78","8,328.20","333.69M","1.29%"
"1998- 08- 09","8,425.00","8,596.73","8,635.35","8,316.87","376.66M","-2.01%"
"1998- 08- 02","8,598.02","8,883.29","8,886.12","8,361.92","419.28M","-3.21%"
"1998- 07- 26","8,883.29","8,937.36","9,041.37","8,816.09","366.06M","-0.60%"
"1998- 07- 19","8,937.35","9,340.55","9,367.84","8,863.21","402.88M","-4.29%"
"1998- 07- 12","9,337.97","9,107.03","9,354.71","9,073.30","314.46M","2.55%"
"1998- 07- 05","9,105.73","9,023.06","9,184.44","9,000.59","298.37M","0.89%"
"1998- 06- 28","9,025.25","8,945.54","9,052.66","8,929.60","228.38M","0.90%"
"1998- 06- 21","8,944.53","8,711.74","9,025.01","8,684.22","294.87M","2.66%"
"1998- 06- 14","8,712.86","8,831.95","8,892.48","8,569.88","343.70M","-1.38%"
"1998- 06- 07","8,834.93","9,039.95","9,104.72","8,684.22","276.98M","-2.24%"
"1998- 05- 31","9,037.70","8,900.95","9,039.46","8,749.74","260.49M","1.55%"
"1998- 05- 24","8,899.95","9,114.44","9,168.74","8,788.10","207.55M","-2.35%"
"1998- 05- 17","9,114.43","9,092.97","9,202.37","8,999.85","263.62M","0.20%"
"1998- 05- 10","9,095.99","9,055.51","9,225.54","9,055.40","308.30M","0.45%"
"1998- 05- 03","9,055.14","9,145.33","9,261.91","8,965.22","242.96M","-1.00%"
"1998- 04- 26","9,147.06","9,058.14","9,147.82","8,840.67","302.23M","0.91%"
"1998- 04- 19","9,064.61","9,166.75","9,213.33","9,020.03","317.35M","-1.12%"
"1998- 04- 12","9,167.49","8,997.11","9,167.50","8,925.61","319.36M","1.92%"
"1998- 04- 05","8,994.86","8,985.90","9,094.76","8,861.84","279.45M","0.13%"
"1998- 03- 29","8,983.40","8,795.08","9,030.49","8,748.74","325.49M","2.13%"
"1998- 03- 22","8,796.07","8,899.89","8,959.24","8,771.91","267.88M","-1.24%"
"1998- 03- 15","8,906.42","8,603.51","8,913.41","8,602.02","283.75M","3.53%"
"1998- 03- 08","8,602.51","8,570.63","8,698.42","8,541.24","256.99M","0.39%"
"1998- 03- 01","8,569.38","8,544.47","8,585.08","8,405.72","277.46M","0.28%"
"1998- 02- 22","8,545.71","8,414.94","8,566.89","8,345.44","253.40M","1.57%"
"1998- 02- 15","8,413.93","8,368.60","8,451.81","8,318.53","223.76M","0.52%"
"1998- 02- 08","8,370.09","8,191.49","8,390.27","8,141.91","264.80M","2.21%"
"1998- 02- 01","8,189.49","7,909.99","8,211.91","7,909.99","289.52M","3.58%"
"1998- 01- 25","7,906.50","7,701.73","8,015.12","7,690.77","326.78M","2.67%"
"1998- 01- 18","7,700.73","7,753.80","7,874.87","7,642.70","273.15M","-0.68%"
"1998- 01- 11","7,753.54","7,575.19","7,803.12","7,443.41","338.54M","2.28%"
"1998- 01- 04","7,580.41","7,967.04","8,035.54","7,527.36","338.78M","-4.83%"
"1997- 12- 28","7,965.04","7,677.30","7,965.04","7,677.30","162.57M","3.72%"
"1997- 12- 21","7,679.31","7,758.97","7,844.72","7,659.14","129.53M","-0.99%"
"1997- 12- 14","7,756.28","7,839.29","8,034.00","7,576.93","329.22M","-1.05%"
"1997- 12- 07","7,838.29","8,148.88","8,158.08","7,784.33","279.64M","-3.81%"
"1997- 11- 30","8,149.13","7,825.12","8,166.29","7,825.12","302.14M","4.17%"
"1997- 11- 23","7,823.12","7,881.07","7,881.07","7,739.57","176.27M","-0.74%"
"1997- 11- 16","7,881.06","7,575.67","7,881.07","7,575.67","300.38M","4.08%"
"1997- 11- 09","7,572.48","7,581.57","7,656.22","7,349.99","290.63M","-0.12%"
"1997- 11- 02","7,581.32","7,443.07","7,765.75","7,443.07","301.01M","1.87%"
"1997- 10- 26","7,442.08","7,714.42","7,714.42","6,971.32","496.33M","-3.54%"
"1997- 10- 19","7,715.40","7,872.82","8,064.61","7,695.51","397.68M","-1.68%"
"1997- 10- 12","7,847.03","8,092.61","8,114.71","7,755.68","281.19M","-2.46%"
"1997- 10- 05","8,045.20","8,080.33","8,184.70","8,002.73","250.46M","0.08%"
"1997- 09- 28","8,038.57","7,912.85","8,144.42","7,893.45","280.27M","1.47%"
"1997- 09- 21","7,922.17","7,968.84","8,035.63","7,840.40","287.03M","0.06%"
"1997- 09- 14","7,917.26","7,744.83","8,020.90","7,718.12","333.24M","2.25%"
"1997- 09- 07","7,742.97","7,860.96","7,899.06","7,580.85","280.85M","-1.02%"
"1997- 08- 31","7,822.40","7,667.25","7,944.35","7,628.93","213.52M","2.62%"
"1997- 08- 24","7,622.42","7,890.23","7,944.12","7,606.86","228.54M","-3.37%"
"1997- 08- 17","7,887.90","7,732.52","8,023.09","7,618.47","275.22M","2.51%"
"1997- 08- 10","7,694.65","8,028.90","8,095.56","7,694.66","307.39M","-4.19%"
"1997- 08- 03","8,031.22","8,168.26","8,299.49","7,976.40","258.27M","-1.99%"
"1997- 07- 27","8,194.04","8,121.11","8,282.77","8,092.07","257.36M","0.99%"
"1997- 07- 20","8,113.44","7,886.51","8,175.11","7,839.83","307.27M","2.83%"
"1997- 07- 13","7,890.46","7,935.29","8,069.78","7,860.04","335.80M","-0.40%"
"1997- 07- 06","7,921.81","7,919.78","7,991.26","7,794.70","272.68M","0.33%"
"1997- 06- 29","7,895.80","7,713.50","7,896.03","7,612.18","194.69M","2.71%"
"1997- 06- 22","7,687.72","7,769.37","7,812.12","7,594.08","253.50M","-1.40%"
"1997- 06- 15","7,796.51","7,771.63","7,834.06","7,697.90","278.39M","0.19%"
"1997- 06- 08","7,782.03","7,460.00","7,799.68","7,437.98","284.91M","4.66%"
"1997- 06- 01","7,435.77","7,351.65","7,445.22","7,253.78","220.95M","1.43%"
"1997- 05- 25","7,331.04","7,319.54","7,394.95","7,241.76","188.54M","-0.20%"
"1997- 05- 18","7,345.90","7,203.74","7,362.80","7,152.64","227.68M","2.10%"
"1997- 05- 11","7,194.67","7,180.66","7,351.68","7,168.71","266.47M","0.35%"
"1997- 05- 04","7,169.53","7,087.66","7,269.47","7,055.95","277.37M","1.39%"
"1997- 04- 27","7,071.20","6,701.14","7,077.62","6,701.14","249.41M","4.93%"
"1997- 04- 20","6,738.87","6,711.18","6,890.59","6,616.86","248.97M","0.53%"
"1997- 04- 13","6,703.55","6,395.71","6,713.59","6,356.37","263.98M","4.88%"
"1997- 04- 06","6,391.69","6,572.15","6,639.00","6,386.99","214.88M","-2.06%"
"1997- 03- 30","6,526.07","6,706.22","6,739.83","6,404.84","271.41M","-3.18%"
"1997- 03- 23","6,740.58","6,820.65","6,952.46","6,663.92","195.55M","-0.94%"
"1997- 03- 16","6,804.79","6,915.45","6,970.59","6,790.06","264.72M","-1.88%"
"1997- 03- 09","6,935.46","7,022.05","7,112.10","6,874.66","188.98M","-0.93%"
"1997- 03- 02","7,000.88","6,836.56","7,018.59","6,828.10","236.62M","1.79%"
"1997- 02- 23","6,877.73","6,907.76","7,046.68","6,868.12","204.18M","-0.78%"
"1997- 02- 16","6,931.61","7,007.43","7,073.62","6,905.83","146.84M","-0.82%"
"1997- 02- 09","6,988.95","6,850.80","7,040.90","6,783.45","204.70M","1.94%"
"1997- 02- 02","6,855.80","6,813.86","6,875.43","6,710.72","210.28M","0.63%"
"1997- 01- 26","6,813.08","6,698.02","6,873.89","6,622.98","219.91M","1.74%"
"1997- 01- 19","6,696.48","6,839.26","6,906.22","6,662.23","247.18M","-2.00%"
"1997- 01- 12","6,833.09","6,728.42","6,835.79","6,659.54","209.70M","1.93%"
"1997- 01- 05","6,703.79","6,569.49","6,708.03","6,512.53","230.23M","2.44%"
"1996- 12- 29","6,544.08","6,571.29","6,587.05","6,352.82","155.28M","-0.26%"
"1996- 12- 22","6,560.90","6,481.33","6,576.28","6,450.19","80.31M","1.18%"
"1996- 12- 15","6,484.40","6,320.25","6,549.37","6,236.05","239.21M","2.85%"
"1996- 12- 08","6,304.86","6,424.06","6,512.39","6,251.05","203.20M","-1.21%"
"1996- 12- 01","6,381.94","6,501.58","6,554.87","6,291.75","200.08M","-2.14%"
"1996- 11- 24","6,521.70","6,483.32","6,589.53","6,464.31","126.31M","0.77%"
"1996- 11- 17","6,471.76","6,362.19","6,471.76","6,324.18","173.68M","1.95%"
"1996- 11- 10","6,348.03","6,228.40","6,377.85","6,219.82","208.40M","2.06%"
"1996- 11- 03","6,219.82","6,018.20","6,222.81","6,011.49","196.12M","3.29%"
"1996- 10- 27","6,021.92","6,018.94","6,057.70","5,959.69","161.86M","0.25%"
"1996- 10- 20","6,007.01","6,086.03","6,134.11","5,981.68","169.44M","-1.43%"
"1996- 10- 13","6,094.22","5,975.71","6,095.35","5,969.38","174.10M","2.09%"
"1996- 10- 06","5,969.37","5,993.60","6,010.37","5,904.90","155.00M","-0.39%"
"1996- 09- 29","5,992.85","5,875.51","5,995.09","5,861.67","165.75M","2.04%"
"1996- 09- 22","5,872.92","5,863.30","5,929.88","5,835.19","174.88M","-0.26%"
"1996- 09- 15","5,888.45","5,855.90","5,905.47","5,837.78","187.00M","0.86%"
"1996- 09- 08","5,838.52","5,689.45","5,855.16","5,659.86","151.57M","3.16%"
"1996- 09- 01","5,659.85","5,581.07","5,681.31","5,561.46","108.04M","0.78%"
"1996- 08- 25","5,616.20","5,731.62","5,733.47","5,588.47","115.07M","-1.86%"
"1996- 08- 18","5,722.74","5,695.37","5,739.02","5,672.80","136.04M","0.59%"
"1996- 08- 11","5,689.45","5,653.20","5,706.09","5,630.26","162.89M","0.14%"
"1996- 08- 04","5,681.31","5,676.13","5,729.03","5,648.02","130.63M","0.03%"
"1996- 07- 28","5,679.83","5,458.26","5,679.83","5,421.64","153.21M","3.78%"
"1996- 07- 21","5,473.05","5,414.24","5,474.54","5,270.35","180.48M","0.85%"
"1996- 07- 14","5,426.82","5,501.33","5,509.83","5,182.32","237.56M","-1.52%"
"1996- 07- 07","5,510.56","5,573.73","5,604.39","5,469.93","175.11M","-1.39%"
"1996- 06- 30","5,588.13","5,670.14","5,733.31","5,581.49","104.69M","-1.18%"
"1996- 06- 23","5,654.62","5,720.38","5,742.54","5,646.50","165.49M","-0.89%"
"1996- 06- 16","5,705.23","5,659.06","5,705.23","5,622.86","177.94M","0.99%"
"1996- 06- 09","5,649.45","5,699.32","5,728.87","5,630.99","144.77M","-0.84%"
"1996- 06- 02","5,697.10","5,627.29","5,723.33","5,580.38","159.58M","0.96%"
"1996- 05- 26","5,643.17","5,775.42","5,783.91","5,636.90","126.67M","-2.08%"
"1996- 05- 19","5,762.85","5,704.12","5,796.10","5,671.99","189.40M","1.32%"
"1996- 05- 12","5,687.50","5,529.40","5,698.58","5,516.47","199.27M","3.07%"
"1996- 05- 05","5,518.13","5,494.29","5,533.67","5,342.19","174.86M","0.73%"
"1996- 04- 28","5,478.03","5,550.29","5,594.73","5,458.16","167.18M","-1.62%"
"1996- 04- 21","5,567.99","5,571.97","5,599.06","5,508.38","168.62M","0.59%"
"1996- 04- 14","5,535.48","5,549.93","5,627.96","5,518.86","187.26M","0.05%"
"1996- 04- 07","5,532.59","5,573.05","5,679.99","5,415.53","219.54M","-2.64%"
"1996- 03- 31","5,682.88","5,609.90","5,697.69","5,587.50","125.63M","1.71%"
"1996- 03- 24","5,587.14","5,657.23","5,680.71","5,576.66","160.77M","-0.88%"
"1996- 03- 17","5,636.63","5,603.76","5,709.97","5,585.70","207.39M","0.92%"
"1996- 03- 10","5,584.97","5,456.00","5,629.77","5,444.07","243.58M","2.09%"
"1996- 03- 03","5,470.45","5,549.57","5,666.98","5,424.20","178.04M","-1.19%"
"1996- 02- 25","5,536.56","5,601.95","5,629.77","5,436.13","187.19M","-1.67%"
"1996- 02- 18","5,630.49","5,440.46","5,659.40","5,433.24","155.40M","2.31%"
"1996- 02- 11","5,503.32","5,558.24","5,627.96","5,499.35","193.26M","-0.69%"
"1996- 02- 04","5,541.62","5,357.73","5,584.97","5,348.34","203.03M","3.12%"
"1996- 01- 28","5,373.99","5,281.14","5,410.84","5,271.38","195.70M","1.94%"
"1996- 01- 21","5,271.74","5,183.23","5,276.44","5,175.65","189.19M","1.68%"
"1996- 01- 14","5,184.68","5,059.68","5,194.07","5,000.79","210.51M","2.44%"
"1996- 01- 07","5,061.12","5,187.21","5,213.58","5,014.52","162.00M","-2.32%"
"1995- 12- 31","5,181.42","5,107.00","5,227.31","5,098.33","172.21M","1.26%"
"1995- 12- 24","5,117.12","5,115.67","5,126.51","5,087.86","77.05M","0.38%"
"1995- 12- 17","5,097.97","5,127.60","5,159.39","5,031.50","167.47M","-1.52%"
"1995- 12- 10","5,176.73","5,153.97","5,235.62","5,145.66","188.76M","0.39%"
"1995- 12- 03","5,156.86","5,082.80","5,209.25","5,074.13","140.55M","1.37%"
"1995- 11- 26","5,087.13","5,061.12","5,118.93","5,032.94","144.62M","0.76%"
"1995- 11- 19","5,048.84","4,988.87","5,067.62","4,976.22","104.56M","1.18%"
"1995- 11- 12","4,989.95","4,852.67","4,996.81","4,847.61","168.51M","2.46%"
"1995- 11- 05","4,870.37","4,819.07","4,876.87","4,788.72","128.39M","0.93%"
"1995- 10- 29","4,825.57","4,754.40","4,825.93","4,742.84","134.83M","1.77%"
"1995- 10- 22","4,741.75","4,774.27","4,800.28","4,667.69","161.30M","-1.11%"
"1995- 10- 15","4,794.86","4,796.67","4,815.82","4,770.29","157.06M","0.02%"
"1995- 10- 08","4,793.78","4,758.73","4,816.90","4,659.74","160.91M","0.52%"
"1995- 10- 01","4,769.21","4,786.55","4,789.80","4,716.10","152.80M","-0.41%"
"1995- 09- 24","4,789.08","4,767.77","4,816.54","4,712.13","176.32M","0.52%"
"1995- 09- 17","4,764.15","4,777.52","4,796.31","4,728.39","196.75M","-0.70%"
"1995- 09- 10","4,797.57","4,703.54","4,815.18","4,698.96","198.93M","2.06%"
"1995- 09- 03","4,700.72","4,660.22","4,716.21","4,645.78","109.67M","1.14%"
"1995- 08- 27","4,647.54","4,611.61","4,648.95","4,570.85","112.72M","1.00%"
"1995- 08- 20","4,601.40","4,628.17","4,656.34","4,573.22","142.27M","-0.35%"
"1995- 08- 13","4,617.60","4,615.84","4,661.27","4,606.68","149.61M","-0.02%"
"1995- 08- 06","4,618.30","4,697.20","4,702.83","4,597.17","113.92M","-1.39%"
"1995- 07- 30","4,683.46","4,716.92","4,754.96","4,649.30","154.76M","-0.68%"
"1995- 07- 23","4,715.51","4,647.18","4,741.92","4,640.49","161.57M","1.59%"
"1995- 07- 16","4,641.55","4,714.45","4,747.21","4,552.09","197.38M","-1.43%"
"1995- 07- 09","4,708.82","4,709.99","4,735.58","4,670.57","153.11M","0.13%"
"1995- 07- 02","4,702.73","4,552.98","4,704.81","4,551.25","124.26M","3.22%"
"1995- 06- 25","4,556.09","4,578.23","4,593.10","4,521.86","130.38M","-0.65%"
"1995- 06- 18","4,585.84","4,513.90","4,589.64","4,509.06","142.88M","1.66%"
"1995- 06- 11","4,510.79","4,436.44","4,517.02","4,423.99","146.67M","1.96%"
"1995- 06- 04","4,423.98","4,437.82","4,493.84","4,406.69","148.12M","-0.46%"
"1995- 05- 28","4,444.39","4,376.95","4,488.66","4,352.40","115.28M","1.73%"
"1995- 05- 21","4,368.99","4,348.25","4,458.57","4,341.33","144.66M","0.64%"
"1995- 05- 14","4,341.33","4,423.29","4,446.12","4,311.24","168.15M","-2.01%"
"1995- 05- 07","4,430.55","4,337.18","4,435.05","4,335.10","165.29M","2.01%"
"1995- 04- 30","4,343.40","4,316.43","4,410.50","4,301.56","160.63M","0.51%"
"1995- 04- 23","4,321.27","4,265.24","4,328.53","4,255.91","146.67M","1.20%"
"1995- 04- 16","4,270.08","4,231.70","4,270.43","4,156.65","166.09M","1.47%"
"1995- 04- 09","4,208.18","4,181.21","4,221.32","4,180.86","97.42M","0.37%"
"1995- 04- 02","4,192.62","4,159.42","4,224.09","4,155.96","137.36M","0.84%"
"1995- 03- 26","4,157.69","4,146.62","4,198.84","4,111.69","152.52M","0.46%"
"1995- 03- 19","4,138.66","4,080.57","4,139.36","4,060.51","146.01M","1.60%"
"1995- 03- 12","4,073.65","4,032.49","4,080.22","4,019.70","165.66M","0.94%"
"1995- 03- 05","4,035.60","3,970.93","4,048.40","3,945.69","146.04M","1.15%"
"1995- 02- 26","3,989.61","4,001.02","4,021.23","3,959.18","140.61M","-0.55%"
"1995- 02- 19","4,011.74","3,960.94","4,020.49","3,952.53","123.80M","1.47%"
"1995- 02- 12","3,953.54","3,937.39","3,997.95","3,935.03","128.33M","0.37%"
"1995- 02- 05","3,939.07","3,923.93","3,953.54","3,920.57","133.02M","0.27%"
"1995- 01- 29","3,928.64","3,850.92","3,944.46","3,817.26","179.85M","1.83%"
"1995- 01- 22","3,857.99","3,836.46","3,891.30","3,838.48","167.81M","-0.30%"
"1995- 01- 15","3,869.43","3,916.87","3,936.72","3,847.22","135.34M","-1.00%"
"1995- 01- 08","3,908.45","3,853.62","3,910.14","3,840.16","131.49M","1.06%"
"1995- 01- 01","3,867.41","3,831.41","3,887.26","3,827.71","107.71M","0.86%"
"1994- 12- 25","3,834.44","3,844.20","3,866.40","3,826.03","67.10M","0.03%"
"1994- 12- 18","3,833.43","3,794.07","3,846.89","3,700.94","122.87M","0.69%"
"1994- 12- 11","3,807.18","3,686.74","3,807.19","3,682.03","166.11M","3.14%"
"1994- 12- 04","3,691.11","3,749.66","3,762.78","3,655.11","127.99M","-1.46%"
"1994- 11- 27","3,745.62","3,708.95","3,763.11","3,690.44","125.85M","1.01%"
"1994- 11- 20","3,708.27","3,826.03","3,833.43","3,638.83","117.08M","-2.80%"
"1994- 11- 13","3,815.26","3,808.87","3,856.31","3,784.90","157.56M","0.36%"
"1994- 11- 06","3,801.46","3,807.52","3,868.76","3,795.41","138.89M","-0.16%"
"1994- 10- 30","3,807.52","3,928.64","3,937.05","3,807.52","155.16M","-3.13%"
"1994- 10- 23","3,930.66","3,892.98","3,931.67","3,832.42","170.55M","1.01%"
"1994- 10- 16","3,891.29","3,902.74","3,949.84","3,883.90","161.04M","-0.49%"
"1994- 10- 09","3,910.47","3,811.22","3,927.63","3,798.10","126.32M","2.98%"
"1994- 10- 02","3,797.43","3,850.59","3,858.33","3,747.97","146.43M","-1.19%"
"1994- 09- 25","3,843.18","3,833.09","3,890.96","3,826.36","129.35M","0.30%"
"1994- 09- 18","3,831.74","3,938.40","3,953.30","3,820.21","152.85M","-2.58%"
"1994- 09- 11","3,933.35","3,874.14","3,953.88","3,859.00","158.38M","1.51%"
"1994- 09- 04","3,874.81","3,885.24","3,911.15","3,858.33","101.58M","-0.28%"
"1994- 08- 28","3,885.58","3,892.38","3,939.32","3,880.40","141.56M","0.12%"
"1994- 08- 21","3,881.04","3,744.43","3,893.67","3,737.63","143.70M","3.35%"
"1994- 08- 14","3,755.11","3,774.21","3,795.25","3,740.54","148.24M","-0.36%"
"1994- 08- 07","3,768.70","3,758.02","3,777.45","3,736.33","118.18M","0.58%"
"1994- 07- 31","3,747.01","3,767.09","3,811.44","3,742.16","122.85M","-0.46%"
"1994- 07- 24","3,764.50","3,733.09","3,770.00","3,714.96","111.60M","0.79%"
"1994- 07- 17","3,735.03","3,751.55","3,762.56","3,714.64","114.36M","-0.50%"
"1994- 07- 10","3,753.81","3,718.53","3,753.81","3,672.23","121.08M","1.20%"
"1994- 07- 03","3,709.13","3,640.18","3,709.46","3,636.29","82.41M","1.71%"
"1994- 06- 26","3,646.65","3,622.05","3,700.07","3,610.40","118.75M","0.27%"
"1994- 06- 19","3,636.94","3,741.58","3,776.14","3,629.02","125.49M","-3.70%"
"1994- 06- 12","3,776.77","3,764.41","3,823.39","3,759.97","149.77M","0.09%"
"1994- 06- 05","3,773.45","3,782.37","3,793.44","3,730.98","90.85M","0.03%"
"1994- 05- 29","3,772.21","3,746.37","3,775.60","3,732.21","93.13M","0.40%"
"1994- 05- 22","3,757.14","3,743.63","3,772.79","3,721.23","122.63M","-0.24%"
"1994- 05- 15","3,766.35","3,653.08","3,768.80","3,647.55","114.89M","2.91%"
"1994- 05- 08","3,659.68","3,648.97","3,669.79","3,623.10","128.52M","-0.27%"
"1994- 05- 01","3,669.50","3,683.77","3,715.60","3,641.54","119.91M","-0.33%"
"1994- 04- 24","3,681.69","3,656.41","3,710.84","3,648.68","101.16M","0.90%"
"1994- 04- 17","3,648.68","3,661.17","3,668.01","3,570.15","166.59M","-0.35%"
"1994- 04- 10","3,661.47","3,681.69","3,704.00","3,631.13","126.32M","-0.35%"
"1994- 04- 03","3,674.26","3,552.18","3,701.03","3,552.18","172.63M","1.05%"
"1994- 03- 27","3,635.96","3,776.46","3,779.05","3,559.09","145.96M","-3.68%"
"1994- 03- 20","3,774.73","3,878.38","3,895.94","3,774.73","117.48M","-3.10%"
"1994- 03- 13","3,895.65","3,870.29","3,895.65","3,836.63","160.70M","0.85%"
"1994- 03- 06","3,862.70","3,851.72","3,862.70","3,814.86","121.67M","0.79%"
"1994- 02- 27","3,832.30","3,848.34","3,852.28","3,755.76","145.86M","-0.17%"
"1994- 02- 20","3,838.78","3,895.34","3,914.48","3,826.39","95.46M","-1.25%"
"1994- 02- 13","3,887.46","3,894.50","3,958.10","3,880.14","131.48M","-0.19%"
"1994- 02- 06","3,894.78","3,853.97","3,938.40","3,859.04","147.71M","0.60%"
"1994- 01- 30","3,871.42","3,958.10","3,985.96","3,870.01","136.16M","-1.88%"
"1994- 01- 23","3,945.43","3,904.35","3,953.31","3,887.18","149.14M","0.79%"
"1994- 01- 16","3,914.48","3,863.26","3,914.48","3,856.22","134.57M","1.22%"
"1994- 01- 09","3,867.20","3,824.42","3,873.67","3,813.45","144.43M","1.22%"
"1994- 01- 02","3,820.77","3,751.57","3,826.39","3,742.81","164.95M","1.78%"
"1993- 12- 26","3,754.09","3,768.90","3,799.92","3,754.09","84.01M","-0.10%"
"1993- 12- 19","3,757.72","3,752.13","3,774.21","3,736.76","90.48M","0.16%"
"1993- 12- 12","3,751.57","3,738.16","3,770.02","3,713.85","144.99M","0.29%"
"1993- 12- 05","3,740.67","3,707.98","3,748.78","3,702.11","114.70M","0.99%"
"1993- 11- 28","3,704.07","3,683.11","3,711.61","3,673.61","115.98M","0.55%"
"1993- 11- 21","3,683.95","3,673.33","3,697.92","3,650.69","79.58M","-0.27%"
"1993- 11- 14","3,694.01","3,684.23","3,717.76","3,657.12","156.63M","0.26%"
"1993- 11- 07","3,684.51","3,648.18","3,691.21","3,631.97","139.92M","1.13%"
"1993- 10- 31","3,643.43","3,673.33","3,703.23","3,600.67","141.75M","-1.01%"
"1993- 10- 24","3,680.59","3,646.22","3,708.82","3,644.82","139.29M","0.86%"
"1993- 10- 17","3,649.30","3,623.87","3,676.96","3,620.23","124.75M","0.54%"
"1993- 10- 10","3,629.73","3,586.98","3,642.31","3,583.63","139.98M","1.26%"
"1993- 10- 03","3,584.74","3,579.15","3,605.98","3,557.36","100.97M","0.10%"
"1993- 09- 26","3,581.11","3,555.68","3,587.26","3,542.83","107.24M","1.07%"
"1993- 09- 19","3,543.11","3,611.85","3,621.35","3,507.06","123.09M","-1.94%"
"1993- 09- 12","3,613.25","3,629.18","3,639.24","3,586.14","135.52M","-0.23%"
"1993- 09- 05","3,621.63","3,631.13","3,636.44","3,573.57","82.65M","-0.34%"
"1993- 08- 29","3,633.93","3,641.19","3,655.72","3,616.60","100.89M","-0.18%"
"1993- 08- 22","3,640.63","3,604.30","3,663.83","3,595.64","121.77M","0.70%"
"1993- 08- 15","3,615.48","3,564.90","3,617.72","3,564.34","152.29M","1.28%"
"1993- 08- 08","3,569.65","3,560.15","3,595.08","3,552.33","107.61M","0.26%"
"1993- 08- 01","3,560.43","3,542.55","3,566.02","3,536.96","107.49M","0.59%"
"1993- 07- 25","3,539.47","3,553.72","3,583.90","3,530.81","134.98M","-0.20%"
"1993- 07- 18","3,546.74","3,527.74","3,556.52","3,511.53","113.79M","0.52%"
"1993- 07- 11","3,528.29","3,522.17","3,550.93","3,509.85","113.09M","0.21%"
"1993- 07- 04","3,521.06","3,489.51","3,527.98","3,449.93","97.26M","1.06%"
"1993- 06- 27","3,483.97","3,500.58","3,531.58","3,480.93","106.34M","-0.20%"
"1993- 06- 20","3,490.89","3,511.93","3,511.93","3,462.66","108.43M","-0.11%"
"1993- 06- 13","3,494.77","3,513.31","3,528.26","3,475.94","114.77M","-0.29%"
"1993- 06- 06","3,505.01","3,548.46","3,550.12","3,483.97","98.15M","-1.13%"
"1993- 05- 30","3,545.14","3,534.07","3,569.78","3,527.43","75.30M","0.50%"
"1993- 05- 23","3,527.43","3,484.80","3,565.07","3,485.63","104.26M","0.99%"
"1993- 05- 16","3,492.83","3,443.56","3,524.11","3,415.33","128.14M","1.45%"
"1993- 05- 09","3,443.01","3,442.18","3,483.14","3,435.26","119.78M","0.17%"
"1993- 05- 02","3,437.19","3,435.65","3,459.43","3,415.66","120.47M","0.28%"
